id,xpoints,ypoints,annotationtypeid,annotation,assetcomponentid,assetcomponenttypeid,component_name,component_type_name,filename,label
266325,"1285.403076171875,2549.019287109375,2549.019287109375,1285.403076171875","2772.32421875,2772.32421875,2499.9931640625,2499.9931640625",3755,tilted,242753,1101,AI-Grading Ring-Twrside_1729936999196,AI-Grading Ring-Twrside,PM-BB-TOWER-0010-C1-M-I(4).JPG,12
123886,"3247.23291015625,3460.032470703125,3449.9159936438364,3237.1164330969614","1346.0687255859375,1354.7900390625,1601.6315129166956,1592.910199440133",3448,ok,100338,1068,AI-Yoke Plate_1719465878904,AI-Yoke Plate,PM-BB-TOWER-0002-C2-M-I(15).JPG,0
294023,"2298.0390625,2141.17626953125,1945.1882500501245,2102.051043018874","43.13731002807617,2933.333251953125,2922.696177947774,32.500236022724735",3331,ok,270451,1037,AI-Insulator Long Rod_1730689416306,AI-Insulator Long Rod,PM-BB-TOWER-0014-C2-B-I(14).JPG,0
298286,"331.15478515625,1189.5423583984375,1193.3218471372559,334.93427389506826","2719.3896484375,2736.819091796875,2550.681984620394,2533.252541261019",3541,"loose, deformed",274714,1090,AI-Armour Rod for Sus. Fitting_1731500905637,AI-Armour Rod for Sus. Fitting,PM-BB-TOWER-0019-C1-B-I(8).JPG,4
295782,"1239.2156982421875,2129.411865234375,2122.092735577339,1231.896568585152","352.94122314453125,396.0784606933594,547.1187575838794,503.9815200350513",3565,ok,272210,1103,AI-Grading Ring-lineside_1731125469912,AI-Grading Ring-lineside,DJI_20240112163234_0069_V.JPG,0
265953,"1995.119140625,2128.09326171875,2135.7685667301457,2002.7944456363957","994.8825073242188,1019.50732421875,978.0606429139457,953.4358260194144",3755,tilted,242381,1101,AI-Grading Ring-Twrside_1729858149651,AI-Grading Ring-Twrside,PM-BB-TOWER-0009-C1-T-I(10).JPG,12
292471,"1671.5836181640625,1992.297607421875,1984.2802331422215,1663.566243884409","151.89242553710938,113.2806396484375,46.68739539875787,85.29918128742975",3755,tilted,268899,1101,AI-Grading Ring-Twrside_1730220719580,AI-Grading Ring-Twrside,PM-BB-TOWER-0011-C2-T-I(10).JPG,12
167173,"1576.470458984375,2274.509765625,2356.5166585473644,1658.4773519067392","1847.05859375,1701.960693359375,2096.4807692610225,2241.5786696516475",3448,ok,143603,1068,AI-Yoke Plate_1728056981198,AI-Yoke Plate,PM-BB-TOWER-AP1-C1-M-I(6).JPG,0
291999,"105.88253021240234,3974.509521484375,3890.3148274696414,21.6878361976688","2539.215576171875,1543.1370849609375,1216.1368850155436,2212.215376226481",3331,ok,268427,1037,AI-Insulator Long Rod_1730172264738,AI-Insulator Long Rod,PM-BB-TOWER-0008-C2-B-I-BHOPAL(5).JPG,0
243258,"2231.37255859375,2545.097900390625,2579.7486555408855,2266.0233137440105","2050.980224609375,1996.078369140625,2194.0829704463663,2248.9848259151163",3684,ok,219687,1183,Ai-Suspension clamp_1729592334305,Ai-Suspension clamp,PM-BB-TOWER-0007-C1-M-I-BHOPAL(21).JPG,0
297906,"468.81134033203125,3170.77197265625,3150.198543780602,448.2379114563832","1588.7437744140625,1141.68505859375,1017.3421190048789,1464.4008348251914",3331,ok,274334,1037,AI-Insulator Long Rod_1731488528640,AI-Insulator Long Rod,PM-BB-TOWER-0018-C2-M-I-BHOPAL(6).JPG,0
266014,"1793.2388916015625,1581.4742431640625,1413.763200144772,1625.527848582272","1027.4832763671875,1756.89501953125,1708.2047284893108,978.7929853252482",3356,loose,242442,1042,AI-EW Clamp- Susp_1729866647146,AI-EW Clamp- Susp,PM-BB-TOWER-0009-C2-0-EP(2).JPG,4
296171,"1829.4114990234375,2841.17626953125,2858.056523087698,1846.2917525798857","239.21566772460938,329.4117431640625,140.05931532901562,49.86323988956249",3755,tilted,272599,1101,AI-Grading Ring-Twrside_1731214480871,AI-Grading Ring-Twrside,PM-BB-TOWER-0016-C1-M-I(4).JPG,12
297241,"3102.396240234375,3115.46826171875,2902.840670704418,2889.768649220043","1614.3787841796875,2594.7708740234375,2597.6059361039092,1617.213846260159",3563,ok,273669,1101,AI-Grading Ring-Twrside_1731409002986,AI-Grading Ring-Twrside,PM-BB-TOWER-0018-C1-M-I-BHOPAL(1).JPG,0
292007,"1586.560546875,1813.503173828125,1755.3333552808967,1528.3907283277717","2187.962158203125,2405.826904296875,2466.4205141726734,2248.5557680789234",3428,ok,268435,1062,AI-Jumper Cone_1730172543592,AI-Jumper Cone,PM-BB-TOWER-0008-C2-B-I-BHOPAL(2).JPG,0
172577,"413.7340393066406,565.2114868164062,571.4174433017442,419.9399957919786","2058.003173828125,2044.2803955078125,2112.7841945063133,2126.5069728266258",3645,bush found,149006,1019,AI-Chimney  Normal_1728869464519,AI-Chimney  Normal,PM-BB-TOWER-0007-C1-0-TB(7).JPG,3
123865,"1175.3472900390625,1331.5975341796875,1307.247100801501,1150.996856660876","452.2569580078125,465.2778015136719,757.4832303370447,744.4623868311853",3282,missing,100317,1029,AI-Phase Plate-Y_1719382846486,AI-Phase Plate-Y,PM-BB-TOWER-0002-C2-0-TB(9).JPG,5
292624,"1341.4388427734375,1676.7744140625,1633.5167957760043,1298.1812244869418","1448.1756591796875,1585.63720703125,1691.1635768955725,1553.70202904401",3340,ok,269052,1039,AI-Arcing Horn_1730267029758,AI-Arcing Horn,PM-BB-TOWER-0012-C1-B-I(6).JPG,0
169171,"52.28757858276367,1206.9716796875,1279.0996653064979,124.41556420176157","2341.810302734375,1980.15478515625,2210.4430959684214,2572.0986135465464",3411,ok,145600,1056,AI-Conductor_1728528497835,AI-Conductor,PM-BB-TOWER-0006-C1-T-I(8).JPG,0
296436,"1117.64697265625,1994.117431640625,2018.0431146439755,1141.5726556596005","2552.94091796875,2641.17626953125,2403.5146748062903,2315.2793232437903",3755,tilted,272864,1101,AI-Grading Ring-Twrside_1731232596917,AI-Grading Ring-Twrside,PM-BB-TOWER-0017-C1-B-I(12).JPG,12
298722,"2192.15673828125,2815.68603515625,2818.42542625585,2194.89612938085","2831.37255859375,2850.980224609375,2763.866816780104,2744.259150764479",3565,ok,275150,1103,AI-Grading Ring-lineside_1731575432714,AI-Grading Ring-lineside,PM-BB-TOWER-0019-C2-M-I(17).JPG,0
296572,"1282.352783203125,1854.9019775390625,1868.6163880381976,1296.06719370226","337.2548522949219,403.9215087890625,286.13887058577734,219.4722140916367",3755,tilted,273000,1101,AI-Grading Ring-Twrside_1731247350257,AI-Grading Ring-Twrside,PM-BB-TOWER-0017-C2-M-I(14).JPG,12
295963,"1588.235107421875,2584.313720703125,2592.6781361568646,1596.5995228756146","1741.17626953125,1721.568603515625,2146.4848245196877,2166.0924905353127",3895,excess soil,272391,1019,AI-Chimney  Normal_1731132633479,AI-Chimney  Normal,PM-BB-TOWER-0016-C2-0-TB(12).JPG,18
297846,"1309.8021240234375,1323.5294189453125,963.5800954226829,949.8528005008079","1613.728759765625,2566.666015625,2571.8511739242927,1618.9139180649179",3563,ok,274274,1101,AI-Grading Ring-Twrside_1731486686402,AI-Grading Ring-Twrside,PM-BB-TOWER-0018-C2-M-I-BHOPAL(5).JPG,0
295426,"699.9999389648438,2276.470458984375,2379.38631681302,802.9157967934891","1343.13720703125,1205.8822021484375,2387.943403107218,2525.1984079900303",3232,damaged,271854,1019,AI-Chimney  Normal_1731043234476,AI-Chimney  Normal,PM-BB-TOWER-0015-C2-0-TB(5).JPG,2
296858,"2065.2001953125,2238.811279296875,2218.132957637497,2044.521873653122","2497.91650390625,2635.55419921875,2661.6370672158587,2523.9993719033587",3540,ok,273286,1090,AI-Armour Rod for Sus. Fitting_1731317364413,AI-Armour Rod for Sus. Fitting,PM-BB-TOWER-0017-C1-T-I(11).JPG,0
298829,"1894.117431640625,2447.05859375,2453.2556440124786,1900.3144819031036","231.37258911132812,270.58819580078125,183.2096120415065,143.99400535205336",3755,tilted,275257,1101,AI-Grading Ring-Twrside_1731577305965,AI-Grading Ring-Twrside,PM-BB-TOWER-0019-C2-T-I(10).JPG,12
123871,"2552.734375,3720.702880859375,3615.1255414078073,2447.1570355484323","1328.125,1648.4376220703125,2033.4084253275987,1713.0958032572864",3371,wrongly placed,100323,1045,AI-VD for EW_1719462884856,AI-VD for EW,PM-BB-TOWER-0002-C1-0-EP(3).JPG,6
292152,"1984.4837646484375,2138.799560546875,2138.017328037362,1983.7015321389247","672.0336303710938,668.7503051757812,631.9854935587531,635.2688187540656",3702,wrongly placed,268580,1185,AI-Bird Guard _1730186098572,AI-Bird Guard ,PM-BB-TOWER-0011-C1-M-I(8).JPG,6
264425,"3286.810546875,3868.07861328125,3877.092813462974,3295.824747056724","910.3201293945312,736.4261474609375,766.5575335593381,940.4515154929319",3566,ok,240853,1104,Ai-CC Ring Bracket_1729673982123,Ai-CC Ring Bracket,PM-BB-TOWER-0007-C1-B-I-SS(3).JPG,0
294858,"2031.3721923828125,2023.5291748046875,1813.4428786922724,1821.2858962703974","1219.6077880859375,1584.3135986328125,1579.7956818196362,1215.0898712727612",3453,ok,271286,1069,AI-D-Shackle_1730953675103,AI-D-Shackle,PM-BB-TOWER-0013-C2-M-I(12).JPG,0
263566,"1061.3408203125,1080.0771484375,1068.235510640414,1049.499182515414","153.72976684570312,149.48757934570312,97.18701240857334,101.42919990857334",3565,ok,239994,1103,AI-Grading Ring-lineside_1729668405430,AI-Grading Ring-lineside,PM-BB-TOWER-0007-C1-B-I-SS(12).JPG,0
293331,"1007.8430786132812,2107.8427734375,2280.2718376847906,1180.2721428605719","1192.1568603515625,970.588134765625,1826.629155668998,2048.1978812549355",3645,bush found,269759,1019,AI-Chimney  Normal_1730379232993,AI-Chimney  Normal,PM-BB-TOWER-0012-C2-0-TB(12).JPG,3
295923,"2164.70556640625,2694.117431640625,2944.7997043628734,2415.3878391284984","2003.9215087890625,1384.3135986328125,1598.5041656151006,2218.1120757713506",3662,ok,272351,1163,Ai-Copper Bond_1731131061747,Ai-Copper Bond,PM-BB-TOWER-0016-C1-0-EP(2).JPG,0
169031,"2027.450927734375,2537.254638671875,2551.6278560859155,2041.8241451484153","1960.7841796875,1952.9410400390625,2887.199500839139,2895.0426404875766",3331,ok,145460,1037,AI-Insulator Long Rod_1728465226793,AI-Insulator Long Rod,PM-BB-TOWER-0006-C1-B-I(6).JPG,0
298264,"2178.6494140625,2305.0107421875,2204.7211910756464,2078.3598629506464","11.328802108764648,2769.498779296875,2774.093391296993,15.923414108882724",3331,ok,274692,1037,AI-Insulator Long Rod_1731500488258,AI-Insulator Long Rod,PM-BB-TOWER-0019-C1-B-I(16).JPG,0
293672,"1967.4447021484375,2231.32568359375,2223.207496918504,1959.3265154731914","278.7557373046875,242.2744598388672,183.55296716561125,220.03424463143156",3755,tilted,270100,1101,AI-Grading Ring-Twrside_1730442664133,AI-Grading Ring-Twrside,PM-BB-TOWER-0013-C2-T-I(4).JPG,12
296163,"1933.521728515625,2224.20458984375,2221.234141980253,1930.5512806521278","182.2651824951172,170.00750732421875,99.56525197408754,111.82292714498598",3755,tilted,272591,1101,AI-Grading Ring-Twrside_1731214185859,AI-Grading Ring-Twrside,PM-BB-TOWER-0016-C1-M-I(10).JPG,12
293287,"1424.01123046875,2453.6583251953125,2409.8189782661725,1380.17188353961","2409.630126953125,2187.240478515625,1984.2676489912117,2206.6572974287114",3905,wrong direction,269715,1101,AI-Grading Ring-Twrside_1730377023111,AI-Grading Ring-Twrside,PM-BB-TOWER-0012-C2-T-I(7).JPG,13
166406,"3171.5966796875,3483.86962890625,3487.259427186064,3174.986477967314","2471.157958984375,2463.8955078125,2609.651022175676,2616.913473347551",3645,bush found,142836,1017,AI-Bushes _1727835447947,AI-Bushes ,PM-BB-TOWER-AP1-C1-0-TB(10).JPG,3
296327,"1917.266845703125,2185.185302734375,2144.6625400668718,1876.744083035622","31.01161003112793,225.38380432128906,281.239509856587,86.86731556642586",3340,ok,272755,1039,AI-Arcing Horn_1731222994795,AI-Arcing Horn,PM-BB-TOWER-0016-C2-M-I(8).JPG,0
292378,"1917.6468505859375,2796.078369140625,2818.294832472561,1939.8633139178735","1937.2547607421875,2031.3724365234375,1824.0188075733804,1729.9011317921304",3755,tilted,268806,1101,AI-Grading Ring-Twrside_1730214041135,AI-Grading Ring-Twrside,PM-BB-TOWER-0011-C2-B-I(5).JPG,12
294953,"1974.3868408203125,2095.4228515625,2098.6358020117036,1977.5997912695161","1149.833251953125,1163.071533203125,1133.6959142885519,1120.4576330385519",3755,tilted,271381,1101,AI-Grading Ring-Twrside_1730956800520,AI-Grading Ring-Twrside,PM-BB-TOWER-0014-C2-T-I(8).JPG,12
175167,"2458.826416015625,3962.09423828125,3905.077789227038,2401.809966961413","1557.3125,2548.597900390625,2635.0623970625916,1643.7769966719663",3649,ok,151596,1150,Ai-jumper_1729502742468,Ai-jumper,PM-BB-TOWER-0007-C1-B-I-SS(9).JPG,0
293085,"1921.960205078125,2620.439453125,2632.52514824396,1934.0459001970848","165.42245483398438,228.46205139160156,94.55245012853905,31.512853570921862",3755,tilted,269513,1101,AI-Grading Ring-Twrside_1730354165571,AI-Grading Ring-Twrside,PM-BB-TOWER-0012-C1-T-I(3).JPG,12
296613,"2074.509521484375,2517.64697265625,2507.234938595107,2064.097487423232","11.76479434967041,70.58831787109375,149.02568372676618,90.20216020534284",3755,tilted,273041,1101,AI-Grading Ring-Twrside_1731248944277,AI-Grading Ring-Twrside,PM-BB-TOWER-0017-C2-B-I(11).JPG,12
296473,"2103.922119140625,3115.686767578125,3090.2568392255066,2078.4921907880066","2696.078369140625,2584.313720703125,2354.10584299602,2465.87049143352",3755,tilted,272901,1101,AI-Grading Ring-Twrside_1731233580075,AI-Grading Ring-Twrside,PM-BB-TOWER-0017-C1-M-I(4).JPG,12
294097,"1375.128173828125,2006.9365234375,2020.3191870562491,1388.5108374468741","119.23761749267578,200.9369659423828,97.4443582927112,15.74500984300417",3755,tilted,270525,1101,AI-Grading Ring-Twrside_1730694074885,AI-Grading Ring-Twrside,PM-BB-TOWER-0014-C2-M-I(3).JPG,12
172678,"845.901611328125,1284.771240234375,1356.5010991477925,917.6314702415426","1464.25732421875,1375.60791015625,1730.7152382276463,1819.3646522901463",3348,ok,149107,1040,AI-CC Ring_1728877560211,AI-CC Ring,PM-BB-TOWER-0007-C1-B-I-SS(1).JPG,0
296883,"1083.108154296875,1799.32421875,1804.2195284167349,1088.0034639636099","1559.45947265625,1502.7027587890625,1564.476938175005,1621.2336520421925",3540,ok,273311,1090,AI-Armour Rod for Sus. Fitting_1731318738094,AI-Armour Rod for Sus. Fitting,PM-BB-TOWER-0017-C2-T-I(16).JPG,0
166415,"1833.6044921875,1902.999755859375,1902.999755859375,1833.6044921875","1412.22119140625,1412.22119140625,1511.4273681640625,1511.4273681640625",3644,ok,142845,1146,Ai-plates_1727836123898,Ai-plates,PM-BB-TOWER-AP1-C1-0-TB(9).JPG,0
265058,"586.14453125,631.3812255859375,634.6313257588181,589.3946314228806","899.037109375,893.2000732421875,918.3881626657379,924.2251987985504",3717,missing,241486,1147,ai-bolts_1729757953798,ai-bolts,PM-BB-TOWER-0008-C1-T-I-BHOPAL(1).JPG,5
293105,"2327.947509765625,2728.879150390625,2716.84332864672,2315.91168802172","2960.063720703125,2954.01171875,2156.665353790182,2162.717355743307",3331,ok,269533,1037,AI-Insulator Long Rod_1730355632681,AI-Insulator Long Rod,PM-BB-TOWER-0012-C1-T-I(13).JPG,0
265489,"1639.61328125,1960.3272705078125,1955.4596924110006,1634.745703153188","341.8942565917969,321.40643310546875,245.2099356837542,265.69775917008235",3755,tilted,241917,1101,AI-Grading Ring-Twrside_1729839117615,AI-Grading Ring-Twrside,PM-BB-TOWER-0009-C1-B-I(1).JPG,12
295426,"699.9999389648438,2276.470458984375,2379.38631681302,802.9157967934891","1343.13720703125,1205.8822021484375,2387.943403107218,2525.1984079900303",3232,damaged,271854,1019,AI-Chimney  Normal_1731043234476,AI-Chimney  Normal,PM-BB-TOWER-0015-C2-0-TB(5).JPG,2
294888,"1852.737060546875,2120.655517578125,2076.0711488930215,1808.1526918617712","75.44193267822266,284.2607116699219,341.4633029478844,132.64452395618522",3340,ok,271316,1039,AI-Arcing Horn_1730954677858,AI-Arcing Horn,PM-BB-TOWER-0013-C2-M-I(4).JPG,0
166779,"1117.646240234375,1384.3131103515625,1397.1726793921437,1130.5058092749562","1003.92138671875,999.9998779296875,1874.464583114625,1878.3860919036874",3668,ok,143209,1169,Ai-opgw shunt_1728016441458,Ai-opgw shunt,PM-BB-TOWER-0003-C1-0-EP(3).JPG,0
296287,"1603.9215087890625,1694.117431640625,1296.789715309212,1206.5937924576494","2050.980224609375,2949.01953125,2988.925735559782,2090.886428919157",3331,ok,272715,1037,AI-Insulator Long Rod_1731219002233,AI-Insulator Long Rod,PM-BB-TOWER-0016-C2-B-I(6).JPG,0
243146,"2262.275390625,2476.610107421875,2459.5949981910426,2245.2602813941676","1332.4327392578125,1398.6243896484375,1453.7208949740527,1387.5292445834277",3485,bend/deformed,219575,1075,AI-Dead End Joints for Earth wire_1729577374488,AI-Dead End Joints for Earth wire,PM-BB-TOWER-0007-C1-0-EP(3).JPG,9
294668,"783.1080322265625,1810.13525390625,1741.4410271133488,714.4138054336613","2154.05419921875,2467.567626953125,2692.600543081751,2379.087115347376",3931,misaligned,271096,1036,AI-Grading Ring _1730872551710,AI-Grading Ring ,PM-BB-TOWER-0011-C2-T-I(14).JPG,16
293971,"2109.803955078125,3056.8623046875,3015.882160365973,2068.823810756598","2741.17626953125,2574.509765625,2341.6460111315932,2508.3125150378432",3755,tilted,270399,1101,AI-Grading Ring-Twrside_1730686526263,AI-Grading Ring-Twrside,PM-BB-TOWER-0014-C1-T-I(1).JPG,12
265292,"1169.783447265625,1515.2408447265625,1476.3047870437865,1130.847389582849","2199.0859375,1911.625244140625,1864.8336323995895,2152.2943257589645",3481,ok,241720,1074,AI-Dead End Joints for Conductor_1729772604228,AI-Dead End Joints for Conductor,PM-BB-TOWER-0008-C2-B-JC(2).JPG,0
265523,"1357.8944091796875,1415.04833984375,1423.2552202893569,1366.1012896252944","765.4929809570312,775.2213745117188,727.0062737019394,717.277880147252",3894,bolt missing,241951,1107,ai-dummy hole_1729840727546,ai-dummy hole,PM-BB-TOWER-0009-C1-B-I(5).JPG,14
264713,"738.5620727539062,925.9259643554688,894.0336921928293,706.6698005912668","1540.958740234375,1549.673095703125,2235.376157259027,2226.661801790277",3565,ok,241141,1101,AI-Grading Ring-Twrside_1729692347223,AI-Grading Ring-Twrside,PM-BB-TOWER-0008-C1-M-I-BHOPAL(10).JPG,0
166401,"3042.05029296875,3255.684814453125,3304.932764081566,3091.298242597191","1957.956787109375,1907.1748046875,2114.355809665882,2165.137792087757",3228,other,142831,1017,AI-Bushes _1727834832949,AI-Bushes ,PM-BB-TOWER-AP1-C1-0-TB(8).JPG,21
298800,"1732.3831787109375,2032.441650390625,2027.92766158135,1727.8691899016626","321.70599365234375,294.34503173828125,244.8416338846376,272.2025957987001",3755,tilted,275228,1101,AI-Grading Ring-Twrside_1731576952629,AI-Grading Ring-Twrside,PM-BB-TOWER-0019-C2-T-I(11).JPG,12
296437,"2107.84326171875,3001.960693359375,2990.424449549472,2096.307017908847","2635.2939453125,2592.15673828125,2353.0416588413927,2396.1788658726427",3755,tilted,272865,1101,AI-Grading Ring-Twrside_1731232614298,AI-Grading Ring-Twrside,PM-BB-TOWER-0017-C1-B-I(12).JPG,12
293672,"1967.4447021484375,2231.32568359375,2223.207496918504,1959.3265154731914","278.7557373046875,242.2744598388672,183.55296716561125,220.03424463143156",3755,tilted,270100,1101,AI-Grading Ring-Twrside_1730442664133,AI-Grading Ring-Twrside,PM-BB-TOWER-0013-C2-T-I(4).JPG,12
166917,"1224.531982421875,2847.62548828125,2850.9192357021516,1227.8257298427764","1424.8201904296875,1413.927001953125,1904.6979144649772,1915.5911029415397",3340,ok,143347,1039,AI-Arcing Horn_1728033827352,AI-Arcing Horn,PM-BB-TOWER-0004-C1-B-I(8).JPG,0
293089,"1953.0494384765625,2095.688720703125,2100.382848098313,1957.7435658717502","1039.4503173828125,1051.9732666015625,998.506072042703,985.983122823953",3448,ok,269517,1068,AI-Yoke Plate_1730355002438,AI-Yoke Plate,PM-BB-TOWER-0012-C1-T-I(8).JPG,0
292457,"1835.1031494140625,2175.51708984375,2183.9828042986524,1843.5688638689649","2018.1458740234375,2059.751953125,1990.4869015177294,1948.880822416167",3348,ok,268885,1040,AI-CC Ring_1730220183537,AI-CC Ring,PM-BB-TOWER-0011-C2-M-I(1).JPG,0
298365,"1836.2547607421875,1968.499267578125,1971.552836352057,1839.3083295161196","982.2251586914062,994.9935913085938,963.3673370372052,950.5989044200177",3755,tilted,274793,1101,AI-Grading Ring-Twrside_1731563127689,AI-Grading Ring-Twrside,PM-BB-TOWER-0019-C1-M-I(1).JPG,12
294105,"1533.333251953125,2329.411376953125,2343.7749583049986,1547.6968333049983","958.8234252929688,927.4510498046875,1291.928802378939,1323.3011778672203",3645,bush found,270533,1019,AI-Chimney  Normal_1730694526684,AI-Chimney  Normal,PM-BB-TOWER-0014-C2-0-TB(13).JPG,3
264746,"630.2915649414062,667.7861938476562,679.6725398703999,642.1779109641499","1389.0362548828125,1408.290283203125,1385.143224013237,1365.8891956929244",3648,ok,241174,1147,ai-bolts_1729742269543,ai-bolts,PM-BB-TOWER-0008-C1-M-I-BHOPAL(15).JPG,0
166476,"854.9019165039062,1235.294189453125,1289.0394057397132,908.6471327904943","793.0708618164062,765.6199340820312,1510.376729962616,1537.827657696991",3659,loose,142906,1156,Ai-gring_1727846569869,Ai-gring,PM-BB-TOWER-AP1-C1-B-I(5).JPG,4
293815,"1407.4075927734375,2764.70556640625,2772.526656782872,1415.2286831500599","2931.149658203125,2961.650390625,2613.6079248586657,2583.1071924367907",3348,ok,270243,1040,AI-CC Ring_1730519900180,AI-CC Ring,PM-BB-TOWER-0014-C1-M-I(14).JPG,0
166495,"1253.8201904296875,1624.4931640625,1641.5254509198348,1270.8524772870223","1608.6990966796875,1535.5732421875,1621.909442441404,1695.0352969335916",3664,ok,142925,1165,Ai-Opgw tension clamp_1727849309374,Ai-Opgw tension clamp,PM-BB-TOWER-AP1-C1-0-EP(2).JPG,0
169233,"1281.5045166015625,2507.274658203125,2516.535184456691,1290.765042855128","1428.3040771484375,1407.509765625,1953.3935071638316,1974.187818687269",3232,damaged,145662,1019,AI-Chimney  Normal_1728532812958,AI-Chimney  Normal,PM-BB-TOWER-0006-C1-0-TB(10).JPG,2
293712,"2035.8604736328125,2019.974365234375,1955.3533141646606,1971.239422563098","1064.53466796875,2244.63623046875,2243.7663248142403,1063.6647623142403",3331,ok,270140,1037,AI-Insulator Long Rod_1730515374212,AI-Insulator Long Rod,PM-BB-TOWER-0014-C1-B-I(1).JPG,0
296107,"1785.8206787109375,1928.5535888671875,1926.125211684337,1783.392301528087","1114.5478515625,1108.62060546875,1050.14330643594,1056.07055252969",3755,tilted,272535,1101,AI-Grading Ring-Twrside_1731212269800,AI-Grading Ring-Twrside,PM-BB-TOWER-0016-C1-B-I(12).JPG,12
292371,"2345.09814453125,2411.486328125,2123.2244643432846,2056.8362807495346","27.450918197631836,2955.4052734375,2961.941297983637,33.98694274376903",3563,ok,268799,1101,AI-Grading Ring-Twrside_1730213774057,AI-Grading Ring-Twrside,PM-BB-TOWER-0011-C2-B-I(2).JPG,0
293705,"1684.3138427734375,2041.17626953125,2082.619003344439,1725.7565765866266","1868.62744140625,1905.8822021484375,1508.9032854832951,1471.6485247411076",3355,ok,270133,1042,AI-EW Clamp- Susp_1730473061527,AI-EW Clamp- Susp,PM-BB-TOWER-0014-C1-0-EP(1).JPG,0
292402,"1066.6668701171875,1880.39208984375,1862.1716624308558,1048.4464427042933","2160.7841796875,2070.588134765625,1906.2081853686047,1996.4042302904797",3755,tilted,268830,1101,AI-Grading Ring-Twrside_1730214900943,AI-Grading Ring-Twrside,PM-BB-TOWER-0011-C2-B-I(7).JPG,12
298181,"2157.75537109375,2101.01953125,1880.063675665564,1936.799515509314","1185.8446044921875,1581.1029052734375,1549.3866427428366,1154.1283419615866",3965,loose,274609,1069,AI-D-Shackle_1731497401351,AI-D-Shackle,PM-BB-TOWER-0019-C1-0-EP(1).JPG,4
292274,"1912.856201171875,2505.44677734375,2492.1668409952968,1899.5762648234218","206.81045532226562,137.09475708007812,24.21393782876015,93.92963607094765",3755,tilted,268702,1101,AI-Grading Ring-Twrside_1730200510171,AI-Grading Ring-Twrside,PM-BB-TOWER-0011-C1-T-I(5).JPG,12
264751,"687.0401611328125,719.4679565429688,715.2577124197129,682.8299170095567","1776.142822265625,1770.0626220703125,1747.6079444823918,1753.6881446777043",3648,ok,241179,1147,ai-bolts_1729742356633,ai-bolts,PM-BB-TOWER-0008-C1-M-I-BHOPAL(15).JPG,0
293332,"1525.490234375,2241.17626953125,2648.991114498586,1933.3050793423358","1494.1175537109375,1994.117431640625,1410.3825101821494,910.382632252462",3645,bush found,269760,1019,AI-Chimney  Normal_1730379260109,AI-Chimney  Normal,PM-BB-TOWER-0012-C2-0-TB(13).JPG,3
166430,"1035.5491943359375,1147.9697265625,2048.3128096846785,1935.8922774581163","945.0117797851562,774.8048095703125,1369.4752185631894,1539.6821887780332",3314,ok,142860,1035,AI-Tower Member_1727836726550,AI-Tower Member,PM-BB-TOWER-AP1-C1-0-TB(5).JPG,0
293832,"1814.9678955078125,1953.039306640625,1955.1402576473592,1817.0688465145467","1033.9337158203125,1041.533935546875,1003.3664508349673,995.7662311084048",3563,ok,270260,1101,AI-Grading Ring-Twrside_1730520521542,AI-Grading Ring-Twrside,PM-BB-TOWER-0014-C1-M-I(8).JPG,0
174626,"0,4000,4000,0","821,821,2979,2979",3314,ok,151055,1035,AI-Tower Member_1729236876240,AI-Tower Member,PM-BB-TOWER-0007-C1-B-I-SS(15).JPG,0
293169,"1886.2744140625,2588.235107421875,2588.2351134865444,1886.2744201271692","358.8234558105469,358.823486328125,219.32488690299738,219.32485638541925",3755,tilted,269597,1101,AI-Grading Ring-Twrside_1730366174798,AI-Grading Ring-Twrside,PM-BB-TOWER-0012-C2-B-I(9).JPG,12
295745,"989.8170776367188,1113.7012939453125,1099.3894909388507,975.505274630257","1595.029296875,1567.66845703125,1502.867577031088,1530.228416874838",3568,ok,272173,1106,ai-sag plate_1731124202708,ai-sag plate,DJI_20240112163651_0098_V.JPG,0
293331,"1007.8430786132812,2107.8427734375,2280.2718376847906,1180.2721428605719","1192.1568603515625,970.588134765625,1826.629155668998,2048.1978812549355",3645,bush found,269759,1019,AI-Chimney  Normal_1730379232993,AI-Chimney  Normal,PM-BB-TOWER-0012-C2-0-TB(12).JPG,3
293594,"1786.3475341796875,1921.630859375,1915.015546540489,1779.7322213451764","803.1954956054688,779.9058837890625,741.4792442849442,764.7688561013505",3686,ok,270022,1185,AI-Bird Guard _1730439503532,AI-Bird Guard ,PM-BB-TOWER-0013-C2-B-I(13).JPG,0
166893,"2060,2570,2570,2060","434,434,509,509",3702,wrongly placed,143323,1185,AI-Bird Guard _1728031840676,AI-Bird Guard ,DJI_20240111152529_0160_V.JPG(1).JPG,6
297118,"23.140512466430664,20.619081497192383,529.968945508493,532.4903764777313","713.9742431640625,1455.3203125,1457.0526890167405,715.7066196808029",3348,ok,273546,1040,AI-CC Ring_1731393689756,AI-CC Ring,PM-BB-TOWER-0018-C1-B-I-BHOPAL(5).JPG,0
292429,"2134.64208984375,2342.585205078125,2322.564536806031,2114.621421571656","2295.27001953125,2430.980224609375,2461.6570637400555,2325.9468586619305",3448,ok,268857,1068,AI-Yoke Plate_1730215906094,AI-Yoke Plate,PM-BB-TOWER-0011-C2-M-I(12).JPG,0
