xpoints,ypoints,filename
"1925.490234375,1847.05859375,1169.9824876266298,1248.4141282516298","727.450927734375,2170.588134765625,2133.7903933086736,690.6531862774239",PM-BB-TOWER-0018-C1-M-I-BHOPAL(1).JPG
"2000.866455078125,2038.985107421875,2038.4065033211737,2000.2878509774237","2317.43115234375,2316.942626953125,2271.7953142800015,2272.2838396706265",PM-BB-TOWER-0012-C1-B-I(12).JPG
"1164.7056884765625,1860.7840576171875,1864.3200543697542,1168.2416852291292","282.35292053222656,299.9999694824219,160.52447645468047,142.87742750448515",PM-BB-TOWER-0019-C2-M-I(8).JPG
"2120.131591796875,2774.167724609375,2770.9259407392638,2116.8898079267638","182.0269012451172,164.69105529785156,42.38702743147209,59.72287337873772",PM-BB-TOWER-0011-C2-M-I(8).JPG
"1247.05908203125,1437.2550048828125,1743.4509000792168,1553.2549772276543","996.07861328125,1705.88232421875,1623.8354005934546,914.0316896559544",DJI_20240112163728_0103_V.JPG
"3753.983154296875,3787.761962890625,3791.953204536952,3758.174395943202","122.56389617919922,114.96363067626953,133.59128905042192,141.1915545533516",PM-BB-TOWER-0009-C1-M-I(5).JPG
"1968.6273193359375,1996.078125,1837.7311790994802,1810.2803734354177","39.21571350097656,2949.01953125,2950.51336090714,40.70954315811667",PM-BB-TOWER-0012-C2-M-I(9).JPG
"1520.6971435546875,2135.076171875,2133.9590772578867,1519.5800489375742","38.329986572265625,47.044551849365234,125.8000013274215,117.08543605032189",PM-BB-TOWER-0010-C1-B-I(15).JPG
"1856.6953125,1886.2518310546875,1906.5272797794837,1876.9707612247962","2404.934814453125,2419.290771484375,2377.547007893096,2363.191050861846",PM-BB-TOWER-0019-C1-T-I(9).JPG
"1621.18115234375,2324.053466796875,2322.7290926944142,1619.8567782412892","2870.7724609375,2879.28466796875,2988.6412528333985,2980.1290458021485",PM-BB-TOWER-0012-C1-B-I(3).JPG
"896.6078491210938,1026.4810791015625,1030.82930364012,900.9560736596515","2498.78466796875,2495.8662109375,2689.365021937964,2692.283478969214",PM-BB-TOWER-0007-C1-B-I-SS(5).JPG
"1468.6483154296875,2500.396728515625,2494.46441101568,1462.7159979297423","2721.74267578125,2697.57763671875,2444.291922979166,2468.456962041666",PM-BB-TOWER-0012-C1-T-I(5).JPG
"1818.7911376953125,2403.88916015625,2443.0996357585245,1858.001613297587","177.06814575195312,322.95050048828125,165.68698650052332,19.804631764195193",PM-BB-TOWER-0016-C2-T-I(1).JPG
"1580.7366943359375,1889.9154052734375,1887.8555126102913,1578.6768016727913","307.19464111328125,297.16229248046875,233.68015269734948,243.71250133016198",PM-BB-TOWER-0016-C1-B-I(16).JPG
"366.14410400390625,2950.566650390625,2936.9122114395877,352.4896650528692","1587.496337890625,1304.27197265625,1179.6752069291247,1462.8995721634997",PM-BB-TOWER-0008-C2-B-I-BHOPAL(4).JPG
"457.51629638671875,636.1655883789062,617.6574070944264,439.0081151022389","694.8172607421875,651.244140625,575.3608099467561,618.9339300639436",DJI_20240112165629_0023_V.JPG
"1120.79248046875,2120.79248046875,2143.9314485117866,1143.9314485117866","2461.96142578125,2566.536865234375,2345.271067413765,2240.69562796064",PM-BB-TOWER-0013-C2-T-I(6).JPG
"1776.470458984375,1780.39208984375,1500.1546836922266,1496.2330528328516","54.902015686035156,2698.0390625,2698.4548516325535,55.31780481858874",PM-BB-TOWER-0011-C1-M-I(6).JPG
"545.4693603515625,578.1504516601562,603.854782141765,571.1736908331712","1777.7686767578125,1843.890869140625,1831.1864269371315,1765.064234554319",PM-BB-TOWER-0018-C2-B-I-BHOPAL(7).JPG
"2084.0087890625,2661.350830078125,2643.9749761546445,2066.6329351390195","399.2620849609375,431.94183349609375,738.9151554535615,706.2354069184053",PM-BB-TOWER-0010-C2-M-I(15).JPG
"1553.4259033203125,1536.9132080078125,1517.9537538688828,1534.4664491813828","1999.791259765625,1989.521728515625,2020.007218248904,2030.276749498904",PM-BB-TOWER-0007-C1-0-TB(6).JPG
"1339.21630859375,2588.2357177734375,2582.2061572958273,1333.1867481161398","650.9802856445312,662.7449951171875,1302.8830353179817,1291.1183258453254",PM-BB-TOWER-0019-C2-T-I(7).JPG
"137.25494384765625,1086.2745361328125,1062.9615703909906,113.94197810583434","2580.39208984375,2474.509765625,2265.5564638675405,2371.4387880862905",PM-BB-TOWER-0016-C1-0-EP(2).JPG
"1890.1961669921875,1358.8233642578125,1539.51097611969,2070.883778854065","1835.2940673828125,2605.88232421875,2730.4786723757506,1959.8904155398131",PM-BB-TOWER-0013-C2-M-I(12).JPG
"1066.6666259765625,2701.960693359375,2769.75084486678,1134.4567774839675","1050.98046875,858.8234252929688,1435.7308890666313,1627.8879325236626",PM-BB-TOWER-AP1-C2-T-I(20).JPG
"1794.42626953125,2006.309326171875,2020.0971347371403,1808.2140780965153","2677.72021484375,2649.70263671875,2753.972999065931,2781.990577190931",PM-BB-TOWER-0012-C2-0-TB(5).JPG
"1337.690673828125,1934.640380859375,1887.3001779405058,1290.3504709092558","2959.476806640625,2815.68603515625,2619.152419184312,2762.943190668687",PM-BB-TOWER-0012-C1-T-I(10).JPG
"1963.30810546875,70.60639190673828,95.94364510145803,1988.6453586634698","1470.0255126953125,1677.6783447265625,1908.6208369117096,1700.9680048804596",PM-BB-TOWER-0014-C2-M-I(14).JPG
"1709.8038330078125,2050.980224609375,2050.980224609375,1709.8038330078125","1694.117431640625,1694.117431640625,1323.529296875,1323.529296875",PM-BB-TOWER-0013-C1-B-I(9).JPG
"1957.7440185546875,2130.0167236328125,2129.3897721718467,1957.1170670937217","840.9099731445312,837.10986328125,808.6878891754777,812.487999038759",PM-BB-TOWER-0013-C2-M-I(8).JPG
"1833.283447265625,1965.0213623046875,1971.4768257003602,1839.7389106612977","1007.2783813476562,1030.0792236328125,992.7810713224244,969.9802290372681",PM-BB-TOWER-0009-C1-M-I(11).JPG
"1372.5489501953125,464.05224609375,413.74905827673666,1322.245762378299","2651.154541015625,2879.91259765625,2680.1369875261425,2451.3789308855175",PM-BB-TOWER-0014-C1-M-I(2).JPG
"593.4368286132812,597.9757080078125,1091.2894897030978,1086.7506103085666","1504.2664794921875,1944.5352783203125,1939.4495403240364,1499.1807414959114",PM-BB-TOWER-0018-C1-B-I-BHOPAL(1).JPG
"1998.21728515625,1982.21240234375,1929.392323617188,1945.397206429688","1051.294189453125,2075.48681640625,2074.661406080186,1050.468779127061",PM-BB-TOWER-0019-C1-M-I(3).JPG
"1349.019775390625,1711.7645263671875,2500.5721748352107,2137.827423858648","1611.7645263671875,1070.588134765625,1599.3174704359187,2140.4938620374814",PM-BB-TOWER-0008-C1-0-TB(12).JPG
"2121.199462890625,2253.34814453125,2268.8368303300254,2136.6881486894004","2539.709228515625,2470.919189453125,2500.673634087099,2569.463673149599",PM-BB-TOWER-0014-C2-T-I(8).JPG
"2615.685302734375,3921.567626953125,3870.90569440604,2565.02337018729","1894.11767578125,2090.196044921875,2427.604615351962,2231.526246211337",PM-BB-TOWER-0007-C1-M-I-BHOPAL(23).JPG
"1785.8206787109375,1928.5535888671875,1926.125211684337,1783.392301528087","1114.5478515625,1108.62060546875,1050.14330643594,1056.07055252969",PM-BB-TOWER-0016-C1-B-I(12).JPG
"850.980224609375,1854.901611328125,1862.1675046676025,858.2461179488524","2662.744873046875,2701.960693359375,2515.9544933362263,2476.7386730237263",PM-BB-TOWER-0019-C2-M-I(6).JPG
"1967.177490234375,3079.196533203125,3089.6719896207064,1977.6529466519567","2360.93896484375,2410.8662109375,2177.548575146686,2127.621329052936",PM-BB-TOWER-0010-C1-B-I(3).JPG
"1987.9288330078125,2316.99560546875,2460.9015857121653,2131.834813251228","1592.2496337890625,1159.16748046875,1268.5108835470662,1701.5930368673787",PM-BB-TOWER-0015-C1-0-EP(1).JPG
"2300.66357421875,2270.894775390625,2207.2937229763384,2237.0625218044634","823.0314331054688,1901.7093505859375,1899.954121426338,821.2762039458692",PM-BB-TOWER-0014-C1-T-I(8).JPG
"2031.37255859375,3088.235107421875,3124.1838257122176,2067.3212768840926","2325.490234375,2499.999755859375,2282.2875432748174,2107.7780217904424",PM-BB-TOWER-0013-C1-M-I(3).JPG
"1933.333251953125,1960.7843017578125,1811.0087044938869,1783.5576546891994","1184.313720703125,1560.7843017578125,1571.7054668817923,1195.2348858271048",PM-BB-TOWER-0019-C2-T-I(2).JPG
"3366.69970703125,3565.797119140625,3581.635279275048,3382.537867165673","2335.359619140625,2308.586181640625,2426.36473343613,2453.13817093613",PM-BB-TOWER-0002-C2-0-TB(4).JPG
"2281.699462890625,3209.803955078125,3172.391959711147,2244.287467523647","1645.0980224609375,1746.4053955078125,2089.1468951390784,1987.8395220922034",PM-BB-TOWER-0005-C1-0-EP(3).JPG
"1873.38623046875,2157.028076171875,2156.4094650032166,1872.7676193000918","2929.5595703125,2926.823486328125,2862.693870916894,2865.429954901269",PM-BB-TOWER-0009-C2-M-I(4).JPG
"875.81689453125,1054.4661865234375,1054.4661865234375,875.81689453125","2573.1142578125,2573.1142578125,2664.617431640625,2664.617431640625",PM-BB-TOWER-0011-C1-T-I(8).JPG
"1320.2613525390625,2385.62060546875,2394.7505733127587,1329.3913203830714","2708.495361328125,2747.711181640625,2499.681288499134,2460.465468186634",PM-BB-TOWER-0016-C1-B-I(13).JPG
"511.5987548828125,612.834228515625,611.4794744637485,510.24400083093605","2271.584716796875,2274.32080078125,2324.4468820276247,2321.7107980432497",PM-BB-TOWER-0010-C1-0-TB(4).JPG
"545.0980834960938,1086.2745361328125,1128.0015893753814,586.8251367386626","2266.66650390625,2223.529296875,2747.0147102082747,2790.1519172395247",PM-BB-TOWER-0002-C1-T-I(3).JPG
"2158.91748046875,2138.7796630859375,1758.475472658372,1778.6132900411844","1265.8671875,1667.7447509765625,1648.6879609669472,1246.8103974903847",PM-BB-TOWER-0011-C1-M-I(3).JPG
"1974.3868408203125,2095.4228515625,2098.6358020117036,1977.5997912695161","1149.833251953125,1163.071533203125,1133.6959142885519,1120.4576330385519",PM-BB-TOWER-0014-C2-T-I(8).JPG
"1523.9281005859375,2714.611083984375,2692.329294336831,1501.6463109383935","897.6154479980469,842.1012573242188,364.1955641857998,419.70975485962794",PM-BB-TOWER-0016-C1-B-I(13).JPG
"885.4039916992188,935.2279663085938,937.6241598232748,887.8001852138998","529.81103515625,526.8553466796875,567.2479272176297,570.2036156941922",PM-BB-TOWER-0009-C1-M-I(2).JPG
"1563.7230224609375,2478.0029296875,2510.263535931818,1595.9836287052553","568.8156280517578,645.670166015625,261.89030258069414,185.03576461682695",PM-BB-TOWER-0010-C2-T-I(10).JPG
"2109.2958984375,2097.94873046875,1756.661383485898,1768.008551454648","873.7106323242188,1198.9951171875,1187.0897081316357,861.8052232683544",PM-BB-TOWER-0018-C1-T-I-BHOPAL(5).JPG
"1933.56982421875,2075.8466796875,2080.768848189379,1938.491992720629","1072.595458984375,1095.396240234375,1064.6819129990017,1041.8811317490017",PM-BB-TOWER-0016-C1-B-I(12).JPG
"862.7450561523438,2923.747314453125,2929.7185740524615,868.7163157516803","789.20654296875,767.4199829101562,1332.2994079334044,1354.0859679919981",PM-BB-TOWER-0019-C2-M-I(13).JPG
"1237.472900390625,1620.9149169921875,1591.385933738654,1207.9439171370916","2429.37353515625,2451.159912109375,2970.8724329791876,2949.0860560260626",PM-BB-TOWER-0011-C1-T-I(3).JPG
"2641.02490234375,2607.928955078125,2606.0944375259915,2639.1903847916165","1273.3758544921875,1270.223876953125,1289.4864178217813,1292.6383953608438",PM-BB-TOWER-0009-C1-M-I(5).JPG
"937.2548828125,1874.509765625,1897.4776050824985,960.2227222699986","2196.078369140625,2341.17626953125,2192.8163027692153,2047.7184023785903",PM-BB-TOWER-0009-C2-M-I(3).JPG
"3202.614013671875,3559.91259765625,3581.675633454464,3224.377049470089","2420.219970703125,2381.00439453125,2579.2904490271153,2618.5060251989903",PM-BB-TOWER-0004-C2-0-TB(2).JPG
"1250.6756591796875,1691.21630859375,1688.4311035994456,1247.890454185383","5.405446529388428,8.108107566833496,462.1036326964424,459.4009716589973",PM-BB-TOWER-0010-C1-T-I(7).JPG
"1702.28759765625,2020.9150390625,2037.4453039086106,1718.8178625023606","334.7494201660156,411.0020751953125,341.9291230251844,265.67646799588755",PM-BB-TOWER-0017-C1-B-I(2).JPG
"692.1569213867188,3217.646728515625,3271.883894084671,746.3940869557645","309.80389404296875,143.13729858398438,964.9901025905111,1131.6566980494954",PM-BB-TOWER-0013-C2-B-I(2).JPG
"1396.0784912109375,2482.352783203125,2427.4153884383772,1341.14109644619","1560.7841796875,1678.4312744140625,2185.6862962288724,2068.03920150231",PM-BB-TOWER-0019-C1-0-TB(9).JPG
"3828.266845703125,3789.414306640625,3918.189078991008,3957.041618053508","1160.03125,1520.6484375,1534.5225040903724,1173.9053165903724",DJI_20240112165417_0017_V.JPG
"1454.9010009765625,1576.4697265625,1565.2790339309533,1443.7103083450158","266.6666564941406,282.3529052734375,369.0809854398443,353.39473666054744",PM-BB-TOWER-0007-C1-M-I-BHOPAL(3).JPG
"988.2353515625,3009.803466796875,2979.601214755962,958.0330995215867","2080.392333984375,1794.117431640625,1580.8402311794102,1867.1151335231602",PM-BB-TOWER-0018-C2-M-MJ(1).JPG
"1568.62744140625,2464.70556640625,2438.200751838621,1542.1226268386208","2447.058837890625,2362.744873046875,2081.055065370911,2165.369030214661",DJI_20240112164643_0160_V.JPG
"1568.62744140625,2464.70556640625,2438.200751838621,1542.1226268386208","2447.058837890625,2362.744873046875,2081.055065370911,2165.369030214661",DJI_20240112164643_0160_V.JPG
"1878.431396484375,2482.352783203125,2502.8845876481114,1898.9632009293616","121.56864166259766,254.90199279785156,161.90503662237634,28.571685487122437",PM-BB-TOWER-0017-C1-T-I(2).JPG
"1350.7625732421875,2488.017333984375,2487.215820544182,1349.9610598019945","2661.04443359375,2656.68701171875,2447.497954104621,2451.855375979621",PM-BB-TOWER-0011-C1-M-I(3).JPG
"1878.431396484375,2482.352783203125,2502.8845876481114,1898.9632009293616","121.56864166259766,254.90199279785156,161.90503662237634,28.571685487122437",PM-BB-TOWER-0017-C1-T-I(2).JPG
"1936.1063232421875,2100.7786865234375,2100.498618655416,1935.826255374166","863.2647705078125,861.998046875,825.5896018822849,826.8563255150974",PM-BB-TOWER-0010-C1-B-I(17).JPG
"1407.84326171875,2113.7255859375,2048.7653115896474,1342.8829873708971","1482.352783203125,1607.843017578125,1973.2444344049072,1847.7542000299072",PM-BB-TOWER-0010-C1-0-TB(5).JPG
"1785.8206787109375,1928.5535888671875,1926.125211684337,1783.392301528087","1114.5478515625,1108.62060546875,1050.14330643594,1056.07055252969",PM-BB-TOWER-0016-C1-B-I(12).JPG
"1810.7330322265625,2126.90380859375,2131.3101784231626,1815.139402055975","169.49301147460938,193.81385803222656,136.53109171791056,112.21024516029338",PM-BB-TOWER-0010-C1-B-I(11).JPG
"2061.002197265625,2202.6142578125,2060.565107839501,1918.9530472926258","78.60619354248047,2692.985107421875,2700.679429281578,86.30051540218335",PM-BB-TOWER-0017-C2-M-I(3).JPG
"2817.5791015625,2963.13916015625,2960.0592785446306,2814.4992199508806","1924.64794921875,1897.2869873046875,1880.9020462614158,1908.2630081754783",PM-BB-TOWER-0010-C1-0-TB(4).JPG
"1955.074951171875,2221.084228515625,2208.8389940340276,1942.8297166902776","345.9654541015625,296.7044982910156,230.58020326348986,279.84115907403674",PM-BB-TOWER-0009-C2-M-I(4).JPG
"1384.3138427734375,2294.117431640625,2223.2068148261833,1313.403225958996","2839.215576171875,2498.0390625,2308.9441773561425,2650.1206910280175",DJI_20240112164555_0154_V.JPG
"1833.283447265625,1965.0213623046875,1971.4768257003602,1839.7389106612977","1007.2783813476562,1030.0792236328125,992.7810713224244,969.9802290372681",PM-BB-TOWER-0009-C1-M-I(11).JPG
"331.2635803222656,3836.16552734375,3821.370502669759,316.4685556482746","1675.8170166015625,1272.7669677734375,1144.110214258901,1547.160263087026",DJI_20240112165417_0017_V.JPG
"1066.6675415039062,2080.392822265625,2035.0904163996195,1021.3651356379006","2400.000244140625,2625.489990234375,2829.1542140018023,2603.6644679080523",PM-BB-TOWER-0017-C1-M-I(4).JPG
"1969.5845947265625,2085.1083984375,2079.2284943570617,1963.7046906461242","942.8814697265625,916.6605834960938,890.754941754726,916.9758279851948",PM-BB-TOWER-0011-C1-M-I(8).JPG
"1712.418212890625,2087.14599609375,2087.14599609375,1712.418212890625","34.963130950927734,34.963130950927734,614.4837036132812,614.4837036132812",PM-BB-TOWER-0007-C1-B-I-SS(17).JPG
"1764.9925537109375,1512.17529296875,1488.2661553401613,1741.0834160823488","2260.691162109375,2429.77197265625,2394.021950744142,2224.941140197267",PM-BB-TOWER-0016-C1-M-I(5).JPG
"56.6450080871582,3877.99560546875,3952.675434339408,131.32483695781622","2184.260009765625,1343.301513671875,1682.649781146219,2523.608277239969",DJI_20240112164458_0148_V.JPG
"1896.6214599609375,2310.135009765625,2138.6188904791884,1725.105340674501","1814.8651123046875,2247.29736328125,2411.309735565441,1978.8774845888784",PM-BB-TOWER-0011-C2-T-I(14).JPG
"1403.9215087890625,1952.9410400390625,1944.4572509924185,1395.4377197424185","247.0587921142578,192.15684509277344,107.31894519480211,162.22089221628647",PM-BB-TOWER-0017-C2-T-I(12).JPG
"1908.5687255859375,1779.3642578125,1784.6632569600577,1913.8677247334952","2343.17236328125,2318.091552734375,2290.7936165966057,2315.8744271434807",PM-BB-TOWER-0010-C2-B-I(6).JPG
"247.0587921142578,3647.058349609375,3833.279156435026,433.2795989399086","2258.8232421875,1086.2745361328125,1626.252668839964,2798.8013748946514",PM-BB-TOWER-0004-C2-T-0(5).JPG
"1909.8038330078125,2164.70556640625,2239.1404627104025,1984.238729311965","2764.70556640625,2898.0390625,2755.737355508678,2622.403859414928",PM-BB-TOWER-0012-C1-T-I(15).JPG
"1689.9312744140625,2221.0400390625,2229.713834702627,1698.6050700541898","277.0225830078125,366.85406494140625,315.5721670133901,225.74068507979635",PM-BB-TOWER-0013-C1-M-I(9).JPG
"2032.4544677734375,1659.9056396484375,1332.48963562046,1705.03846374546","486.3069152832031,1866.6988525390625,1778.3337691755073,397.94183191964805",PM-BB-TOWER-0009-C2-0-EP(2).JPG
"745.0980224609375,1795.2069702148438,1827.5164851543507,777.4075374004444","2620.781494140625,2755.85791015625,2504.6777875533517,2369.6013715377267",PM-BB-TOWER-0012-C2-B-I(12).JPG
"1799.9998779296875,2125.48974609375,2158.9192520900638,1833.4293839260015","756.8626098632812,741.1763916015625,1434.840429547808,1450.5266478095268",PM-BB-TOWER-0006-C1-M-I(3).JPG
"1972.5489501953125,2239.2154541015625,921.7380561439429,655.0715522376929","1780.39208984375,286.2745361328125,51.1343419651775,1545.251895676115",PM-BB-TOWER-0014-C2-0-EP(2).JPG
"2764.70556640625,2941.17626953125,2934.4350044643093,2757.9643013393093","196.07847595214844,207.84317016601562,308.962312294909,297.1976180810418",PM-BB-TOWER-0007-C1-B-I-SS(5).JPG
"1164.7056884765625,1860.7840576171875,1864.3200543697542,1168.2416852291292","282.35292053222656,299.9999694824219,160.52447645468047,142.87742750448515",PM-BB-TOWER-0019-C2-M-I(8).JPG
"1886.710205078125,1930.2833251953125,1785.292655591513,1741.7195354743255","76.224609375,2891.03955078125,2893.2839952630466,78.46905385679658",PM-BB-TOWER-0009-C1-T-I(5).JPG
"1552.9410400390625,1615.686279296875,1246.8313983219214,1184.0861590641089","1407.843017578125,2254.90185546875,2282.2245002755963,1435.1656623849713",PM-BB-TOWER-0016-C2-0-TB(13).JPG
"2730.849365234375,2776.815673828125,2776.815673828125,2730.849365234375","1493.031982421875,1493.031982421875,1517.985107421875,1517.985107421875",PM-BB-TOWER-AP1-C1-B-I(2).JPG
"2235.2939453125,2662.744873046875,2673.9400844950255,2246.4891567606505","1709.803466796875,1705.8819580078125,2926.178475777071,2930.0999845661336",PM-BB-TOWER-0005-C1-B-I(2).JPG
"0,4000,4000,0","13,13,2984,2984",PM-BB-TOWER-0007-C1-B-I-SS(26).JPG
"3171.5966796875,3483.86962890625,3487.259427186064,3174.986477967314","2471.157958984375,2463.8955078125,2609.651022175676,2616.913473347551",PM-BB-TOWER-AP1-C1-0-TB(10).JPG
"1835.2939453125,1850.9803466796875,1594.1145532986675,1578.42815193148","62.745121002197266,2839.215576171875,2840.66680714931,64.19635197963242",PM-BB-TOWER-0010-C1-B-I(13).JPG
"207.84317016601562,2423.529052734375,2545.274218611111,329.58833604275134","1290.196044921875,1052.9410400390625,2189.8993328146516,2427.154337697464",PM-BB-TOWER-0015-C2-0-TB(4).JPG
"2107.84326171875,3001.960693359375,2990.424449549472,2096.307017908847","2635.2939453125,2592.15673828125,2353.0416588413927,2396.1788658726427",PM-BB-TOWER-0017-C1-B-I(12).JPG
"2459.5859375,2750.828857421875,2742.9780794745816,2451.7351595527066","305.33026123046875,269.3977355957031,205.7650392395164,241.69756487428202",PM-BB-TOWER-0014-C2-T-I(14).JPG
"131.37257385253906,1288.235107421875,1256.9393970771098,100.07686350777377","2284.313720703125,2152.94091796875,1877.352409497172,2008.725212231547",PM-BB-TOWER-0010-C1-0-EP(3).JPG
"949.0195922851562,1862.7449951171875,1845.1133612581214,931.3879584260901","1713.725341796875,1490.196044921875,1418.1228447835,1641.6521416585",PM-BB-TOWER-0017-C2-T-MJ(1).JPG
"1380.39208984375,1882.352783203125,1860.0056960360926,1358.0450026767176","74.50982666015625,184.3137664794922,286.4718437523317,176.66790393299578",PM-BB-TOWER-0009-C2-M-I(12).JPG
"1203.921630859375,1925.490234375,1964.9250329475951,1243.3564294319701","215.68626403808594,388.2352600097656,223.3260852231579,50.7770892514782",PM-BB-TOWER-0017-C1-M-I(1).JPG
"783.1080322265625,1810.13525390625,1741.4410271133488,714.4138054336613","2154.05419921875,2467.567626953125,2692.600543081751,2379.087115347376",PM-BB-TOWER-0011-C2-T-I(14).JPG
"1760.784423828125,2686.2744140625,2647.917318161402,1722.4273279270267","2301.96044921875,2141.17626953125,1920.388948415936,2081.1731281034363",PM-BB-TOWER-0019-C1-M-I(11).JPG
"2094.117431640625,2560.7841796875,2537.4414671423933,2070.7747190955183","7.843136787414551,19.607900619506836,945.5310988653426,933.7663350332504",PM-BB-TOWER-0004-C1-B-I(14).JPG
"1887.8616943359375,1897.36181640625,2005.1901813156096,1995.690059245297","990.9213256835938,1038.04296875,1016.3038577466442,969.182214680238",PM-BB-TOWER-0012-C2-T-I(8).JPG
"2870.587890625,3521.568359375,3536.7149756579465,2885.7345069079465","1921.568603515625,1894.117431640625,2253.306154539138,2280.757326414138",PM-BB-TOWER-0004-C2-0-TB(11).JPG
"1219.6085205078125,1301.96142578125,1376.6779981243385,1294.325092850901","2490.196044921875,2643.13720703125,2602.905220300785,2449.96405819141",PM-BB-TOWER-0018-C2-B-JC(2).JPG
"1203.921630859375,1925.490234375,1964.9250329475951,1243.3564294319701","215.68626403808594,388.2352600097656,223.3260852231579,50.7770892514782",PM-BB-TOWER-0017-C1-M-I(1).JPG
"688.4531860351562,1455.3377685546875,1439.9531517422815,673.0685692227503","26.03577995300293,121.89640045166016,244.97327372904675,149.11265323038953",PM-BB-TOWER-0006-C1-B-I(14).JPG
"1281.5045166015625,2507.274658203125,2516.535184456691,1290.765042855128","1428.3040771484375,1407.509765625,1953.3935071638316,1974.187818687269",PM-BB-TOWER-0006-C1-0-TB(10).JPG
"1922.63818359375,2022.074951171875,2039.3117872400817,1939.8750196619567","717.889404296875,758.7408447265625,716.7845454169563,675.9331049872688",PM-BB-TOWER-0014-C1-M-I(8).JPG
"2050.980224609375,2874.509521484375,2862.635139573237,2039.1058426982374","2474.509765625,2403.92138671875,2265.3872322640636,2335.9756111703136",PM-BB-TOWER-0012-C1-M-I(10).JPG
"1964.189208984375,2361.486572265625,2353.015153032516,1955.717789751266","1391.8919677734375,1416.2161865234375,1554.5833241962234,1530.2591054462234",PM-BB-TOWER-0016-C1-B-I(13).JPG
"615.6863403320312,1423.529296875,1378.2761987166712,570.4332421737024","2047.0587158203125,1876.470458984375,1662.1685059248953,1832.7567627608328",PM-BB-TOWER-0011-C1-0-EP(3).JPG
"1929.41162109375,2125.490234375,2135.3153887061185,1939.2367754248683","1082.352783203125,1047.0587158203125,1101.6430349248344,1136.937102307647",PM-BB-TOWER-0002-C1-T-I(11).JPG
"1951.3338623046875,2081.35302734375,2085.952422129618,1955.9332570905553","1012.1229248046875,1001.6162719726562,1058.5334918812111,1069.0401447132424",PM-BB-TOWER-0006-C1-B-I(7).JPG
"1880.4381103515625,1958.1431884765625,1977.4932273515844,1899.7881492265844","845.9533081054688,883.1642456054688,842.7568712278312,805.5459337278312",PM-BB-TOWER-0013-C1-M-I(6).JPG
"1977.2012939453125,2098.918212890625,2091.792044838996,1970.0751258936832","976.6701049804688,992.0947265625,1048.3278869365133,1032.903265354482",PM-BB-TOWER-0011-C2-B-I(1).JPG
"3544.8896484375,3541.631591796875,3466.328448417273,3469.586505057898","1464.10693359375,1521.9364013671875,1517.6938946349962,1459.8644268615587",PM-BB-TOWER-0018-C2-B-I-BHOPAL(7).JPG
"1462.7447509765625,2678.430908203125,2702.0158699166436,1486.3297126900811","2752.941162109375,2894.117431640625,2691.02443613194,2549.84816660069",PM-BB-TOWER-0016-C1-T-I(2).JPG
"2450.81005859375,2511.004150390625,2532.286741077952,2472.092649281077","1893.5858154296875,1878.263671875,1961.8737890192394,1977.195932573927",PM-BB-TOWER-0007-C1-B-JC(2).JPG
"1470.588134765625,2862.744873046875,2847.355663410594,1455.1989251293442","215.68626403808594,325.490234375,520.6033238765446,410.7993535396305",PM-BB-TOWER-0006-C1-B-I(11).JPG
"2600.482421875,3927.466064453125,3966.2132669440207,2639.2296243658957","1303.09033203125,1459.6387939453125,1131.1979822476135,974.649520333551",PM-BB-TOWER-0018-C1-T-I-BHOPAL(5).JPG
"1955.074951171875,2221.084228515625,2208.8389940340276,1942.8297166902776","345.9654541015625,296.7044982910156,230.58020326348986,279.84115907403674",PM-BB-TOWER-0009-C2-M-I(4).JPG
"1836.2547607421875,1968.499267578125,1971.552836352057,1839.3083295161196","982.2251586914062,994.9935913085938,963.3673370372052,950.5989044200177",PM-BB-TOWER-0019-C1-M-I(1).JPG
"783.1080322265625,1810.13525390625,1741.4410271133488,714.4138054336613","2154.05419921875,2467.567626953125,2692.600543081751,2379.087115347376",PM-BB-TOWER-0011-C2-T-I(14).JPG
"1988.235107421875,2584.313720703125,2565.166408357168,1969.0877950759184","270.58819580078125,184.3137664794922,52.023081035056805,138.29751035634587",PM-BB-TOWER-0019-C1-M-I(7).JPG
"1270.588134765625,1862.7449951171875,1841.2102055770715,1249.053345225509","368.6274108886719,258.8235168457031,142.68944461128268,252.49333865425143",PM-BB-TOWER-0013-C1-M-I(4).JPG
"1969.8431396484375,2110.2958984375,2112.614046176882,1972.1612873878194","991.7501220703125,989.0140380859375,1108.0126679292314,1110.7487519136064",PM-BB-TOWER-0005-C2-T-I(2).JPG
"1956.552978515625,2311.63720703125,2307.7773014674945,1952.6930729518697","2538.141845703125,2570.974853515625,2612.7191736545624,2579.8861658420624",PM-BB-TOWER-0014-C1-T-I(6).JPG
"1422.663818359375,2687.8687744140625,2683.8216367550617,1418.6166807003742","504.48236083984375,491.2439880371094,104.45486370109774,117.69323650383211",PM-BB-TOWER-0012-C2-T-I(7).JPG
"1998.157470703125,2138.38232421875,2132.411583612596,1992.1867300969711","1087.1746826171875,1063.99365234375,1027.8759208623717,1051.0569511358092",PM-BB-TOWER-0019-C2-B-I(15).JPG
"745.0980224609375,1795.2069702148438,1827.5164851543507,777.4075374004444","2620.781494140625,2755.85791015625,2504.6777875533517,2369.6013715377267",PM-BB-TOWER-0012-C2-B-I(12).JPG
